Country Name,Country Code,Indicator Name,Indicator Code,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Luxembourg,LUX,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,1.845999956,1.898000002,1.774000049,1.825999975,1.562999964,1.92900002,2.959000111,3.674999952,3.503000021,3.566999912,3.565999985,4.315000057,4.350999832,3.792000055,3.835000038,4.52699995,5.422999859,5.916999817,6.104000092,6.007999897,5.539000034,5.334000111,5.644999981,6.597000122,4.921999931
Latvia,LVA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,15.00699997,15.35999966,14.18299961,14.99300003,15.1260004,14.85999966,12.09899998,11.17199993,10.08899975,7.309000015,6.507999897,8.383000374,20.89999962,22.74300003,18.63299942,16.15999985,12.60200024,11.84899998,11.08500004,10.89099979,9.755999565,8.401000023,7.190999985,9.123999596,8.461000443
"Macao SAR, China",MAC,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.746000051,5.623000145,7.953999996,8.729000092,8.097999573,7.842000008,7.104000092,5.647999763,4.446000099,3.819999933,3.563999891,3.191999912,4.28000021,3.553999901,2.946000099,2.272000074,2.227999926,1.937000036,2.012000084,2.34800005,2.38499999,2.335999966,2.161000013,2.921999931,2.61500001
St. Martin (French part),MAF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,13.86800003,13.75300026,14.15100002,13.76500034,12.44499969,11.27600002,11.55900002,10.64799976,10.8210001,9.670000076,9.607000351,9.494000435,8.845000267,8.949999809,8.449000359,8.663999557,9.112000465,9.49600029,9.130000114,8.835000038,8.732999802,8.723999977,8.704000473,10.59200001,9.994999886
Monaco,MCO,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,9.465999603,12.02200031,13.43999958,9.769000053,8.73900032,8.112000465,9.581999779,10.11100006,8.687999725,8.947999954,6.260000229,4.579999924,7.859000206,9.104999542,7.739999771,6.847000122,6.038000107,4.512000084,5.910999775,5.248000145,4.527999878,3.426000118,5.796999931,4.34100008,3.848999977
Madagascar,MDG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.396999836,5.504000187,5.604000092,5.727000237,5.301000118,4.877999783,3.838999987,2.828999996,1.766000032,2.053999901,2.342999935,2.627000093,3.01699996,3.273000002,1.921000004,0.57099998,0.97299999,1.371999979,1.774999976,1.781000018,1.791000009,1.80400002,1.807999969,2.381000042,2.243000031
Maldives,MDV,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,1.003999949,1.202000022,1.396000028,1.587000012,2.565000057,3.611000061,4.662000179,5.636000156,6.507999897,7.877999783,8.732999802,9.788000107,10.61400032,10.13899994,9.486000061,8.748000145,8.112999916,7.419000149,6.684999943,6.006999969,5.627999783,5.243999958,4.842999935,5.690000057,5.539000034
Middle East & North Africa,MEA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,9.991230037,10.12275472,10.35417959,10.61164269,10.60964552,10.62062143,10.35553372,9.037768616,9.227733356,8.550280669,8.134406184,7.754864586,7.603567205,7.648778988,8.202004053,8.245008254,7.958813506,8.042609545,8.106659772,8.078912324,8.129266113,8.033267687,7.366714423,8.347713841,8.177332782
Mexico,MEX,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.148000002,3.032000065,2.058000088,2.275000095,2.243999958,2.573999882,2.928999901,3.217999935,3.368000031,3.388999939,3.41899991,3.779000044,5.363999844,5.369999886,5.191999912,4.894000053,4.883999825,4.788000107,4.228000164,3.829999924,3.312000036,3.187000036,3.457000017,4.665999889,4.063000202
Marshall Islands,MHL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.620077868,5.873033057,6.07826176,5.972849154,6.13653892,6.331093055,6.430570099,6.268217213,6.279958856,6.083432108,5.958108989,5.947879501,6.236612901,5.986238606,5.900347155,5.861510598,5.867933928,5.857804304,5.9823918,6.076457997,6.025134937,5.939631889,5.750146246,7.323084667,6.41513026
North Macedonia,MKD,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,33.0379982,32.55799866,31.86599922,30.47299957,29.52599907,31.70199966,36.96300125,36.72499847,36.79100037,35.27399826,34.74499893,33.62900162,32.04000092,32.84999847,31.92000008,31.55500031,29.06399918,27.88699913,27.12000084,24.96999931,23.06800079,21.61400032,16.57999992,16.8010006,16.49300003
Mali,MLI,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,1.222000003,1.213999987,1.23300004,1.276000023,1.195000052,1.274999976,1.248000026,1.304999948,1.284000039,1.307000041,1.325000048,1.327999949,1.340000033,1.34800005,1.375,1.416000009,1.406999946,1.386999965,1.406999946,1.421000004,1.542000055,1.666000009,1.659000039,3.522000074,2.585999966
Malta,MLT,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.198999882,6.208000183,6.217999935,6.229000092,6.708000183,6.269999981,6.422999859,6.933000088,6.272999763,6.111000061,5.777999878,5.572000027,6.508999825,6.702000141,5.97300005,5.599999905,6.09100008,6.119999886,5.372000217,4.381999969,3.835000038,3.76699996,3.355000019,4.243999958,3.71600008
Myanmar,MMR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,0.619000018,0.621999979,0.602999985,0.577000022,0.578000009,0.584999979,0.578999996,0.575999975,0.578999996,0.583000004,0.589999974,0.601999998,0.609000027,0.612999976,0.634000003,0.643999994,0.63499999,0.63499999,0.677999973,0.811999977,1.070000052,0.637000024,0.367000014,1.057999969,
Middle East & North Africa (excluding high income),MNA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,10.92030676,11.09138121,11.39426944,11.72443453,11.72154571,11.69043386,11.37418663,9.829375216,10.09701098,9.358873185,9.020728938,8.751350436,8.583236173,8.715400303,9.508934585,9.712023054,9.3802648,9.542683411,9.736877549,9.757848114,9.748399494,9.636247683,8.885695058,9.705415807,9.668827625
Montenegro,MNE,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,24.77099991,24.87999916,24.58399963,25.1609993,25.27199936,25.47800064,25.68199921,25.92499924,26.09199905,22.20999908,18.13599968,16.19799995,18.0170002,18.77499962,19.49900055,19.34499931,20.125,17.89100075,17.75699997,18.25200081,15.36699963,15.24400043,14.67300034,17.47200012,16.29700089
Mongolia,MNG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.18200016,5.393000126,5.59800005,5.856999874,6.027999878,6.199999809,7.131999969,7.070000172,7.231999874,7.245999813,7.247000217,5.900000095,5.590000153,7.116000175,5.063000202,4.229000092,4.027999878,5.138999939,5.380000114,8.38599968,6.967000008,5.833000183,5.897999763,6.822999954,8.102000237
Northern Mariana Islands,MNP,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.066999912,4.028999805,3.95600009,4.014999866,3.842999935,3.816999912,3.786000013,3.720000029,3.677000046,3.592000008,3.555999994,3.509000063,3.467999935,3.415999889,3.357000113,3.308000088,3.25999999,3.20600009,3.161999941,3.181999922,3.177999973,3.177000046,3.183000088,3.555000067,3.60800004
Mauritania,MRT,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,9.104000092,8.977000237,8.920999527,8.965000153,8.902000427,8.852999687,8.763999939,8.765999794,8.69699955,8.56000042,8.770999908,8.725000381,8.69299984,8.63599968,8.588999748,8.55700016,8.798000336,9.036999702,9.265000343,9.56000042,9.73900032,9.788999557,9.798999786,10.59899998,10.61100006
Mauritius,MUS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,7.695000172,7.735000134,7.828000069,7.800000191,7.961999893,6.486999989,6.02699995,5.697999954,5.789000034,5.43900013,5.237999916,4.070000172,4.357999802,4.498000145,4.927999973,4.940999985,4.940999985,5.374000072,5.297999859,4.53000021,4.65199995,4.427999973,4.117000103,7.598999977,5.742000103
Malawi,MWI,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.109000206,4.112999916,4.119999886,4.131000042,4.184000015,4.127999783,4.092999935,4.093999863,4.111000061,4.100999832,4.063000202,4.081999779,4.079999924,4.096000195,4.117000103,4.142000198,4.113999844,4.111000061,4.135000229,4.137000084,4.125,4.118999958,4.109000206,4.894999981,4.743000031
Malaysia,MYS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.236000061,3.140000105,3.505000114,2.967999935,3.388999939,3.316999912,3.595999956,3.395999908,3.434999943,3.280999899,3.114000082,3.144000053,3.605000019,3.288000107,2.904000044,3.029999971,2.963000059,2.671000004,2.921000004,3.135999918,3.150000095,3.09100008,3.171000004,4.451000214,3.900000095
North America,NAC,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.371996208,4.829081968,4.486179532,4.203023086,5.074293779,6.152827625,6.439525354,5.831999186,5.268461237,4.811747619,4.898294158,6.144126002,10.20163305,10.32996036,9.221200637,8.172571157,7.613979656,6.381687418,5.59140644,5.231464828,4.655779777,4.185207474,3.971182808,7.983695683,5.713969861
Namibia,NAM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,23.23900032,21.89900017,20.52799988,19.15500069,19.33099937,19.37199974,19.51000023,19.43700027,19.8029995,19.82099915,19.99399948,20.19400024,20.38800049,20.38400078,17.54899979,14.68400002,17.37000084,16.71100044,19.22100067,21.80599976,21.49399948,21.13599968,21.22400093,22.66600037,22.43799973
New Caledonia,NCL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,15.51799965,15.7869997,15.22500038,14.92099953,14.72799969,14.4829998,14.08899975,13.95600033,13.57400036,13.01000023,12.71000004,12.56599998,12.03199959,12.04399967,12.53899956,13.06099987,13.39000034,13.73499966,13.08399963,12.42300034,11.57400036,10.94799995,10.27400017,14.12100029,12.16699982
Niger,NER,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,1.789000034,1.733999968,1.858999968,1.896000028,1.837000012,2.253000021,2.690000057,3.125999928,3.40199995,2.921000004,2.450999975,1.888000011,1.430999994,0.882000029,0.395999998,1.437000036,1.02699995,0.589999974,0.601000011,0.600000024,0.606000006,0.601999998,0.609000027,0.769999981,0.816999972
Nigeria,NGA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.855000019,3.855999947,3.871999979,3.828999996,3.822999954,3.74000001,3.812999964,3.796999931,3.823999882,3.828999996,3.825000048,3.825000048,3.813999891,3.815000057,3.839999914,3.933000088,3.992000103,4.227000237,4.499000072,4.782000065,4.991000175,5.215000153,5.448999882,6.34100008,6.157000065
Nicaragua,NIC,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,7.052000046,7.119999886,7.109000206,7.236000061,7.327000141,7.446000099,7.477000237,5.606999874,5.156000137,5.491000175,4.808000088,5.776000023,7.612999916,7.294000149,6.052999973,4.854000092,5.164000034,3.84800005,4.237999916,3.665999889,3.180999994,5.162000179,5.151000023,5.952000141,5.839000225
Netherlands,NLD,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.315999985,3.351000071,2.687000036,2.170000076,1.809999943,2.292000055,3.426000118,4.333000183,5.035999775,4.065999985,3.286000013,2.973999977,3.869999886,4.519999981,4.605000019,5.467999935,7.18900013,7.138999939,6.52699995,5.572999954,4.477000237,3.717999935,3.398999929,3.703000069,3.950999975
Norway,NOR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.397999763,3.493000031,3.263999939,3.618000031,3.851999998,3.959000111,4.454999924,4.563000202,4.550000191,3.451999903,2.555999994,2.720000029,3.551000118,4.040999889,3.414000034,3.559000015,3.589999914,3.701999903,4.56400013,5.363999844,4.580999851,4.031000137,3.953999996,4.678999901,4.559000015
Nepal,NPL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,9.852999687,9.800000191,9.845999718,9.902999878,9.868000031,9.730999947,9.840999603,9.859999657,9.819000244,9.80300045,9.793999672,9.86400032,9.805999756,9.80300045,9.748999596,9.762000084,9.715999603,9.772000313,9.696000099,9.576999664,9.824000359,9.770000458,9.730999947,12.22200012,11.24400043
Nauru,NRU,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.855999947,7.806000233,7.296000004,6.256999969,5.475999832,5.125,4.440999985,3.572000027,3.513000011,3.562999964,3.394999981,4.085000038,6.100999832,6.230000019,6.249000072,6.517000198,5.31099987,4.796999931,4.968999863,4.813000202,4.289999962,4.177999973,3.819999933,4.255000114,3.690000057
OECD members,OED,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.614770354,6.639580163,6.661871166,6.228697042,6.232905486,6.85797271,7.006589601,6.838843692,6.478941708,5.914235102,5.502777817,5.952992293,8.469697449,8.54216646,7.947177476,7.850070347,7.79979201,7.239735407,6.688389068,6.261458355,5.690543265,5.274409344,5.244947185,6.904164021,6.013274108
Oman,OMN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.325999975,3.371999979,3.401000023,3.29399991,3.322000027,3.407999992,3.427999973,3.371000051,3.368000031,3.338999987,3.374000072,3.332000017,3.11500001,2.970999956,2.785000086,2.539000034,2.395999908,2.220000029,1.953999996,1.738999963,1.338000059,0.866999984,0.885999978,1.526000023,1.241999984
Other small states,OSS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,10.35808857,10.16139555,10.13623704,9.931949882,9.791153651,9.797798726,10.02419973,9.798115541,9.410854009,8.72201636,8.214730492,7.853449104,8.52668602,8.714940533,8.346474015,8.225660624,8.421417304,8.202939788,8.028140558,7.96524017,7.739512311,7.558004789,7.443793156,8.615394611,8.418725558
Pakistan,PAK,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,0.638999999,0.646000028,0.649999976,0.649999976,0.639999986,0.628000021,0.647000015,0.657000005,0.646000028,0.638999999,0.433999985,0.395000011,0.584999979,0.653999984,0.833999991,1.815999985,2.821000099,1.77699995,2.818000078,3.220000029,3.585999966,3.954999924,4.412000179,5.75,5.486000061
Panama,PAN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.849999905,4.875999928,4.888999939,4.887000084,4.888999939,4.857999802,4.842999935,4.815999985,4.796000004,4.752999783,4.752999783,4.839000225,4.894999981,4.808000088,3.709000111,3.117000103,2.994999886,3.635999918,3.714999914,4.031000137,4.367000103,4.205999851,5.138000011,10.55200005,10.0170002
Peru,PER,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.494999886,4.870999813,4.823999882,4.818999767,4.97300005,4.782999992,4.21600008,4.27699995,4.741000175,3.60800004,3.65199995,3.540999889,3.765000105,3.121999979,3.190999985,2.835999966,3.25,3.045000076,3.20600009,3.542999983,3.506999969,3.163000107,3.075999975,7.326000214,4.714000225
Philippines,PHL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.440999985,3.628999949,3.494999886,3.459000111,3.5,3.428999901,3.334000111,3.345999956,3.546999931,3.877000093,3.253000021,3.539999962,3.684999943,3.493000031,3.437000036,3.355000019,3.292000055,3.520999908,2.970999956,2.602999926,2.459000111,2.130000114,2.052999973,2.397000074,2.421000004
Palau,PLW,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.624000072,3.657999992,3.542999983,3.700000048,3.565000057,3.494999886,3.361999989,3.276000023,3.112999916,3.063999891,2.931999922,3.063999891,2.811000109,2.657999992,3.688999891,3.546000004,3.52699995,3.237999916,3.374000072,3.36500001,3.380000114,3.446000099,3.285000086,3.654000044,3.726999998
Poland,POL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,9.270999908,8.368000031,11.55000019,14.59500027,16.95999908,19.22800064,18.89999962,18.48999977,16.60000038,12.95699978,8.99600029,6.440000057,7.767000198,9.324999809,9.005999565,9.418999672,9.690999985,8.498999596,7.328999996,6.105999947,4.872000217,3.845000029,3.019999981,3.056999922,3.336999893
Pre-demographic dividend,PRE,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.044044674,5.018123955,5.039717179,5.059119382,5.035663653,4.987240926,4.953504746,4.873789632,4.831864793,4.785336587,4.727554955,4.699974093,4.615973987,4.858869822,4.852368495,4.836692058,4.712678589,4.772448815,4.881815042,4.948477184,5.218169501,5.281852772,5.432229521,6.152876777,5.839594882
Puerto Rico,PRI,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,14.83699989,14.38799953,13.42099953,11.85400009,12.90499973,13.07499981,12.57800007,11.48900032,12.24300003,11.34899998,11.96100044,12.83399963,16.91200066,18.72599983,18.00600052,16.31599998,16.16900063,15.80200005,13.72399998,13.43099976,12.23200035,10.36900043,9.309000015,9.98900032,8.800999641
"Korea, Dem. People's Rep.",PRK,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.496999979,2.703999996,2.878999949,2.86500001,2.864000082,2.842000008,2.83100009,2.77699995,2.740999937,2.746000051,2.737999916,2.74000001,2.776000023,2.697999954,2.766000032,2.846999884,2.834000111,2.802000046,2.809000015,2.825999975,2.734999895,2.684000015,2.671999931,3.007999897,3.065000057
Portugal,PRT,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.81099987,3.799999952,4.177999973,3.042000055,2.891000032,3.813999891,5.160999775,5.578999996,6.650000095,6.53000021,6.602000237,6.46999979,8.828000069,9.758999825,12.34599972,15.55900002,16.02000046,13.49199963,12.1619997,10.97200012,8.409999847,6.563000202,5.794000149,6.543000221,6.262000084
Paraguay,PRY,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.493999958,4.024000168,4.872000217,6.815999985,5.598999977,7.927000046,5.868000031,5.277999878,3.881999969,4.420000076,3.453000069,3.430999994,4.675000191,3.618000031,3.510999918,3.10800004,3.973999977,3.844000101,4.301000118,4.258999825,4.058000088,5.295000076,5.366000175,5.875999928,5.703000069
West Bank and Gaza,PSE,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,11.25199986,11.15600014,11.09599972,11.10599995,23.32099915,29.87199974,24.52199936,24.9260006,20.69099998,20.30200005,19.18499947,23.69799995,20.52899933,21.38999939,16.46299934,17.54700089,18.12000084,19.1439991,20.08300018,20.44799995,21.375,22.27099991,21.19499969,22.33499908,22.22400093
Pacific island small states,PSS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.285695082,3.268775198,3.219315329,3.483045267,3.437844084,3.414645353,3.383542337,3.294406294,2.859093052,2.894458249,3.034651224,3.108712251,3.295905055,3.179362558,3.161669345,3.247266785,3.003131881,2.922094355,2.826836138,2.707154951,2.655184204,2.692897076,2.722131089,3.033773085,3.054508291
Post-demographic dividend,PST,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.936260033,6.960974908,6.71268761,6.144659964,6.121404997,6.572429633,6.729173354,6.48512229,6.14671887,5.718323543,5.341889317,5.801151066,8.415382944,8.62352391,8.139757601,8.125765197,8.077052409,7.47604334,6.894149036,6.416735731,5.818157065,5.268493023,4.897310857,6.569456986,5.719217699
French Polynesia,PYF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,10.97799969,10.63099957,10.70400047,10.63500023,10.73200035,10.61499977,10.59599972,10.74800014,10.87300014,10.98099995,11.00399971,11.17000008,11.51399994,11.44400024,11.53199959,11.44099998,11.39599991,11.42700005,11.38500023,11.39099979,11.29399967,11.40200043,11.46100044,13.07400036,12.4989996
Qatar,QAT,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,0.405999988,0.400000006,0.39199999,0.38499999,0.375,0.365999997,0.354999989,0.344000012,0.342000008,0.35800001,0.223000005,0.138999999,0.129999995,0.142000005,0.165000007,0.135000005,0.083999999,0.07,0.061000001,0.061000001,0.061000001,0.050000001,0.068000004,0.068000004,0.101000004
Romania,ROU,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.18599987,5.769999981,6.866000175,7.492000103,7.048999786,8.548999786,7.429999828,9.031000137,7.781000137,8.227000237,7.230999947,6.690000057,7.677000046,7.568999767,7.748000145,7.349999905,7.71600008,7.353000164,7.537000179,6.59499979,5.611000061,4.71999979,4.31099987,5.288000107,5.985000134
Russian Federation,RUS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,12.13799953,13.54199982,13.17000008,10.77900028,9.338999748,8.144000053,8.460000038,7.995999813,7.302000046,7.421000004,6.350999832,6.465000153,8.909000397,7.877999783,6.96999979,5.791999817,5.762000084,5.480000019,5.816999912,5.757999897,5.360000134,4.913000107,4.65500021,5.643000126,4.646999836
Rwanda,RWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,11.14700031,11.22500038,11.29599953,11.24600029,11.24800014,11.18700027,11.33199978,11.24600029,11.20899963,11.20300007,11.21800041,11.1619997,11.22399998,11.19999981,11.18299961,11.16499996,11.21199989,11.18299961,11.13700008,11.16800022,11.18700027,11.39000034,11.51299953,11.7869997,12.13300037
South Asia,SAS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.228499435,6.385776387,6.562574156,6.599777141,6.746746029,6.864886652,7.072299284,7.145694103,7.212423243,7.094728791,7.066121619,6.971637177,7.079942096,6.928093585,6.830122295,6.883976841,6.951271101,6.79858126,6.863859484,6.8621023,6.845631399,6.820577245,6.130665394,9.413700589,7.266932071
Saudi Arabia,SAU,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.843999863,4.275000095,3.766000032,3.871999979,3.96600008,4.353000164,4.502999783,4.630000114,4.729000092,4.808000088,4.300000191,3.621999979,3.624000072,3.500999928,3.357000113,2.667999983,2.855000019,2.809000015,2.487999916,2.545000076,3.26699996,3.276000023,2.512000084,4.166999817,3.269000053
Sudan,SDN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,13.72799969,13.71800041,13.64700031,13.52600002,13.44099998,13.36299992,13.27499962,13.20100021,13.10599995,13.00800037,12.9289999,12.86100006,8.956000328,10.51099968,12.19299984,12.44900036,12.34000015,12.40200043,12.52000046,12.5909996,12.70699978,12.82900047,12.90499973,14.5,14.10900021
Senegal,SEN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.638000011,4.577000141,4.552999973,4.571000099,4.547999859,4.59499979,5.375999928,6.256000042,7.120999813,8.029000282,8.053999901,8.067000389,8.130000114,8.149000168,8.241000175,7.734000206,7.342999935,6.826000214,6.40199995,4.252999783,4.388999939,3.072999954,2.743999958,3.436000109,3.338000059
Singapore,SGP,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.434000015,3.23300004,4.630000114,3.852999926,3.677999973,5.56400013,5.751999855,5.590000153,5.276000023,4.153999805,3.611000061,3.645999908,5.396999836,3.917000055,3.588999987,3.365999937,3.480000019,3.477999926,3.655999899,3.786999941,4.032000065,3.476000071,2.934999943,3.888999939,3.358999968
Solomon Islands,SLB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,1.799999952,1.779999971,1.860000014,2.305999994,2.154000044,2.049000025,1.84800005,1.889000058,1.962000012,2.029000044,2.09100008,2.105999947,2.256999969,1.72300005,1.386999965,1.097000003,0.666000009,0.709999979,0.708000004,0.665000021,0.671999991,0.686999977,0.717000008,0.896000028,0.941999972
Sierra Leone,SLE,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.460999966,4.446000099,4.495999813,4.474999905,4.573999882,4.416999817,4.539000034,4.573999882,4.676000118,4.769999981,4.839000225,4.947000027,5.053999901,5.133999825,5.222000122,5.257999897,5.315999985,5.517000198,5.34499979,4.835000038,4.506000042,4.166999817,4.151000023,4.65500021,4.698999882
El Salvador,SLV,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,9.531000137,7.938000202,8.876999855,9.057999611,8.107000351,8.019000053,9.190999985,8.760000229,8.852000237,8.411000252,8.251000404,7.436999798,9.008999825,5.409999847,4.921000004,4.224999905,3.954999924,4.876999855,4.370999813,4.826000214,4.657000065,4.190999985,4.021999836,4.710999966,4.040999889
San Marino,SMR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,17.6420002,17.54500008,17.50200081,17.46500015,17.43000031,17.38100052,17.34199905,17.30699921,17.26399994,17.23500061,17.10899925,17.08399963,17.0529995,17.0170002,16.98200035,16.93099976,16.79999924,16.70400047,16.53800011,16.53899956,16.53199959,16.3920002,16.30599976,17.10499954,17.27300072
Serbia,SRB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,12.10499954,11.81400013,11.72099972,10.84599972,11.09000015,12.31799984,14.32699966,15.08399963,16.73399925,17.89599991,15.74600029,11.90200043,14.78199959,18.44099998,22.40999985,23.25200081,20.84499931,18.31800079,16.79899979,14.58500004,12.83699989,11.94999981,9.836000443,8.68599987,9.288000107
